Frame Rate:,60.0000000000
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
93,00:00:01.550,0.0,0.0,0.0,0.0
94,00:00:01.567,0.0,0.0,0.0,0.0
95,00:00:01.583,0.0,0.0,0.0,0.0
96,00:00:01.600,0.0,0.0,0.0,0.0
97,00:00:01.617,0.0,0.0,0.0,0.0
98,00:00:01.633,0.0,0.0,0.0,0.0
99,00:00:01.650,0.0,0.0,0.0,0.0
100,00:00:01.667,0.0,0.0,0.0,0.0
101,00:00:01.683,0.0,0.0,0.0,0.0
102,00:00:01.700,0.0,0.0,0.0,0.0
103,00:00:01.717,0.0,0.0,0.0,0.0
104,00:00:01.733,0.0,0.0,0.0,0.0
105,00:00:01.750,0.0,0.0,0.0,0.0
106,00:00:01.767,0.0,0.0,0.0,0.0
107,00:00:01.783,0.0,0.0,0.0,0.0
108,00:00:01.800,0.0,0.0,0.0,0.0
109,00:00:01.817,0.0,0.0,0.0,0.0
110,00:00:01.833,0.0,0.0,0.0,0.0
111,00:00:01.850,0.0,0.0,0.0,0.0
112,00:00:01.867,91.68376555266205,33.193386501736114,240.18440755208334,1.6735026041666667
113,00:00:01.883,0.3901638454861111,1.0877278645833333,0.045735677083333336,0.037027994791666664
114,00:00:01.900,0.006989655671296296,0.004964192708333333,0.015787760416666668,0.00021701388888888888
115,00:00:01.917,0.03063512731481481,0.0634765625,0.026936848958333332,0.001491970486111111
116,00:00:01.933,0.05775282118055555,0.12760416666666666,0.04226345486111111,0.003390842013888889
117,00:00:01.950,0.11708803530092594,0.2613661024305556,0.08365885416666667,0.006239149305555556
118,00:00:01.967,0.1163013599537037,0.11040581597222222,0.23583984375,0.002658420138888889
119,00:00:01.983,0.5208514178240741,0.1540798611111111,1.4049207899305556,0.0035536024305555555
120,00:00:02.000,1.528076171875,0.239013671875,4.338324652777778,0.006890190972222222
121,00:00:02.017,3.2744050202546298,0.2512478298611111,9.564805772569445,0.007161458333333333
122,00:00:02.033,6.621961805555556,0.7875434027777778,19.05593532986111,0.022406684027777776
123,00:00:02.050,7.707365813078703,3.001247829861111,19.99953884548611,0.1213107638888889
124,00:00:02.067,8.898600260416666,4.097873263888889,22.47116427951389,0.1267632378472222
125,00:00:02.083,4.719401041666667,2.7904730902777777,11.259657118055555,0.10807291666666667
126,00:00:02.100,2.139756944444444,1.55224609375,4.783962673611111,0.08306206597222222
127,00:00:02.117,0.37985568576388884,0.23942057291666666,0.8932834201388888,0.006863064236111111
128,00:00:02.133,0.23640046296296294,0.3117404513888889,0.3854437934027778,0.012017144097222222
129,00:00:02.150,0.00026222511574074077,0.0,0.0007866753472222222,0.0
130,00:00:02.167,0.00026222511574074077,0.0,0.0007866753472222222,0.0
131,00:00:02.183,0.00026222511574074077,0.0,0.0007866753472222222,0.0
132,00:00:02.200,0.00026222511574074077,0.0,0.0007866753472222222,0.0
133,00:00:02.217,0.00026222511574074077,0.0,0.0007866753472222222,0.0
134,00:00:02.233,0.00026222511574074077,0.0,0.0007866753472222222,0.0
135,00:00:02.250,0.008219401041666666,0.022894965277777776,0.0010579427083333333,0.0007052951388888889
136,00:00:02.267,0.005425347222222223,0.015570746527777778,0.00016276041666666666,0.0005425347222222222
137,00:00:02.283,0.00044307002314814816,0.0,0.0013292100694444445,0.0
138,00:00:02.300,3.616898148148148e-05,0.0,0.00010850694444444444,0.0
139,00:00:02.317,0.00018084490740740742,0.0,0.0005425347222222222,0.0
140,00:00:02.333,0.0,0.0,0.0,0.0
141,00:00:02.350,0.0,0.0,0.0,0.0
142,00:00:02.367,6.329571759259259e-05,0.0,0.00018988715277777778,0.0
143,00:00:02.383,0.001564308449074074,0.0028483072916666665,0.0015462239583333333,0.00029839409722222225
144,00:00:02.400,0.0006058304398148148,0.0,0.0018174913194444445,0.0
145,00:00:02.417,0.0004249855324074074,0.0,0.0012749565972222222,0.0
146,00:00:02.433,0.00024414062500000005,0.0004069010416666667,8.138020833333333e-05,0.000244140625
147,00:00:02.450,0.0,0.0,0.0,0.0
148,00:00:02.467,0.21413845486111113,0.5370551215277778,0.06719292534722222,0.038167317708333336
149,00:00:02.483,0.0027669270833333335,0.00732421875,0.0008138020833333334,0.00016276041666666666
150,00:00:02.500,0.0027940538194444445,0.00732421875,0.0008951822916666666,0.00016276041666666666
151,00:00:02.517,0.0,0.0,0.0,0.0
152,00:00:02.533,1.808449074074074e-05,0.0,5.425347222222222e-05,0.0
153,00:00:02.550,0.0,0.0,0.0,0.0
154,00:00:02.567,0.0,0.0,0.0,0.0
155,00:00:02.583,0.0,0.0,0.0,0.0
156,00:00:02.600,0.0,0.0,0.0,0.0
157,00:00:02.617,0.0,0.0,0.0,0.0
158,00:00:02.633,0.0,0.0,0.0,0.0
159,00:00:02.650,0.0,0.0,0.0,0.0
160,00:00:02.667,0.0,0.0,0.0,0.0
161,00:00:02.683,0.0,0.0,0.0,0.0
162,00:00:02.700,0.0,0.0,0.0,0.0
163,00:00:02.717,0.0,0.0,0.0,0.0
164,00:00:02.733,0.0,0.0,0.0,0.0
165,00:00:02.750,0.0,0.0,0.0,0.0
166,00:00:02.767,0.0,0.0,0.0,0.0
167,00:00:02.783,0.0,0.0,0.0,0.0
168,00:00:02.800,0.0,0.0,0.0,0.0
169,00:00:02.817,0.0,0.0,0.0,0.0
170,00:00:02.833,0.0,0.0,0.0,0.0
171,00:00:02.850,0.0,0.0,0.0,0.0
172,00:00:02.867,0.0,0.0,0.0,0.0
173,00:00:02.883,0.0,0.0,0.0,0.0
174,00:00:02.900,0.0,0.0,0.0,0.0
175,00:00:02.917,0.0,0.0,0.0,0.0
176,00:00:02.933,0.0,0.0,0.0,0.0
177,00:00:02.950,0.0,0.0,0.0,0.0
178,00:00:02.967,0.0,0.0,0.0,0.0
179,00:00:02.983,0.0,0.0,0.0,0.0
180,00:00:03.000,0.0,0.0,0.0,0.0
181,00:00:03.017,1.808449074074074e-05,0.0,5.425347222222222e-05,0.0
182,00:00:03.033,0.0025318287037037037,0.00732421875,0.00010850694444444444,0.00016276041666666666
183,00:00:03.050,7.233796296296296e-05,0.0,0.00021701388888888888,0.0
184,00:00:03.067,0.0,0.0,0.0,0.0
185,00:00:03.083,0.0,0.0,0.0,0.0
186,00:00:03.100,0.0,0.0,0.0,0.0
187,00:00:03.117,0.0,0.0,0.0,0.0
188,00:00:03.133,0.0,0.0,0.0,0.0
189,00:00:03.150,9.04224537037037e-06,0.0,2.712673611111111e-05,0.0
190,00:00:03.167,0.005172164351851851,0.012858072916666666,0.0015733506944444445,0.0010850694444444445
191,00:00:03.183,0.0026041666666666665,0.00732421875,0.0003255208333333333,0.00016276041666666666
192,00:00:03.200,0.0029568142361111114,0.007486979166666667,0.0011121961805555555,0.0002712673611111111
193,00:00:03.217,0.0026041666666666665,0.00732421875,0.0003255208333333333,0.00016276041666666666
194,00:00:03.233,0.0026041666666666665,0.00732421875,0.0003255208333333333,0.00016276041666666666
195,00:00:03.250,0.0026041666666666665,0.00732421875,0.0003255208333333333,0.00016276041666666666
196,00:00:03.267,0.0026041666666666665,0.00732421875,0.0003255208333333333,0.00016276041666666666
197,00:00:03.283,0.0026041666666666665,0.00732421875,0.0003255208333333333,0.00016276041666666666
198,00:00:03.300,0.0026041666666666665,0.00732421875,0.0003255208333333333,0.00016276041666666666
199,00:00:03.317,0.0026041666666666665,0.00732421875,0.0003255208333333333,0.00016276041666666666
200,00:00:03.333,0.0026041666666666665,0.00732421875,0.0003255208333333333,0.00016276041666666666
201,00:00:03.350,0.0026041666666666665,0.00732421875,0.0003255208333333333,0.00016276041666666666
202,00:00:03.367,0.0026041666666666665,0.00732421875,0.0003255208333333333,0.00016276041666666666
203,00:00:03.383,0.0026041666666666665,0.00732421875,0.0003255208333333333,0.00016276041666666666
204,00:00:03.400,0.0026041666666666665,0.00732421875,0.0003255208333333333,0.00016276041666666666
205,00:00:03.417,0.0026041666666666665,0.00732421875,0.0003255208333333333,0.00016276041666666666
206,00:00:03.433,8.138020833333333e-05,0.0,0.000244140625,0.0
207,00:00:03.450,0.0010850694444444445,0.0018174913194444445,0.0011121961805555555,0.0003255208333333333
208,00:00:03.467,11.093587239583334,5.830023871527778,27.225938585069443,0.2247992621527778
209,00:00:03.483,12.988805700231481,7.464219835069445,31.248453776041668,0.2537434895833333
210,00:00:03.500,13.250723379629628,8.066813151041666,31.41872829861111,0.2666286892361111
211,00:00:03.517,13.379050925925926,8.825927734375,31.026529947916668,0.2846950954861111
212,00:00:03.533,13.753915292245372,9.8994140625,31.01852756076389,0.3438042534722222
213,00:00:03.550,13.589907045717593,9.912462022569445,30.46270073784722,0.3945583767361111
214,00:00:03.567,12.867919921875,9.305474175347221,28.88970269097222,0.4085828993055556
215,00:00:03.583,11.680591724537038,7.935438368055555,26.75314670138889,0.3531901041666667
216,00:00:03.600,10.949815538194443,7.531629774305555,24.97002495659722,0.3477918836805556
217,00:00:03.617,8.95459888599537,6.466145833333333,20.079833984375,0.3178168402777778
218,00:00:03.633,8.547327112268517,5.655381944444445,19.739339192708332,0.2472601996527778
219,00:00:03.650,9.749900535300926,5.833604600694445,22.016845703125,1.3992513020833333
220,00:00:03.667,12.441939742476853,7.243299696180555,26.82782660590278,3.2546929253472223
221,00:00:03.683,14.100061487268519,8.689398871527779,29.09906684027778,4.51171875
222,00:00:03.700,19.188304759837962,13.887125651041666,37.020968967013886,6.656819661458333
223,00:00:03.717,17.64970341435185,12.154215494791666,33.31610785590278,7.478786892361111
224,00:00:03.733,16.848442925347225,12.04928927951389,31.236083984375,7.259955512152778
225,00:00:03.750,15.902886284722223,11.886773003472221,28.795545789930557,7.026340060763889
226,00:00:03.767,15.166295934606481,12.146620008680555,26.56765407986111,6.784613715277778
227,00:00:03.783,19.391899956597225,15.88796657986111,33.87909613715278,8.408637152777779
228,00:00:03.800,11.924280237268519,9.53225368923611,20.59185112847222,5.648735894097222
229,00:00:03.817,10.785924840856481,8.863145616319445,18.211995442708332,5.282633463541667
230,00:00:03.833,9.513572410300926,7.833902994791667,15.96487087673611,4.741943359375
231,00:00:03.850,8.221815321180555,7.098497178819445,13.417860243055555,4.149088541666667
232,00:00:03.867,6.550012659143519,5.578233506944445,10.698160807291666,3.3736436631944446
233,00:00:03.883,5.274133752893519,5.760606553819445,7.444390190972222,2.617404513888889
234,00:00:03.900,2.2604166666666665,2.3807779947916665,3.172580295138889,1.2278917100694444
235,00:00:03.917,0.0900245949074074,0.20152452256944445,0.04758029513888889,0.020968967013888888
236,00:00:03.933,0.06737377025462964,0.1768120659722222,0.017144097222222224,0.008165147569444444
237,00:00:03.950,0.08752893518518519,0.21158854166666666,0.016845703125,0.03415256076388889
238,00:00:03.967,0.05034722222222222,0.1270073784722222,0.014811197916666666,0.009223090277777778
239,00:00:03.983,0.02716290509259259,0.06578233506944445,0.008138020833333334,0.007568359375
240,00:00:04.000,0.020164207175925927,0.04568142361111111,0.01220703125,0.0026041666666666665
241,00:00:04.017,0.009431061921296295,0.025824652777777776,0.0017632378472222222,0.0007052951388888889
242,00:00:04.033,0.006510416666666667,0.016221788194444444,0.002739800347222222,0.0005696614583333334
243,00:00:04.050,0.002251519097222222,0.004150390625,0.0021158854166666665,0.00048828125
244,00:00:04.067,0.00018988715277777778,0.0,0.0005696614583333334,0.0
245,00:00:04.083,0.00010850694444444444,0.0,0.0003255208333333333,0.0
246,00:00:04.100,0.00010850694444444445,0.0,0.00029839409722222225,2.712673611111111e-05
247,00:00:04.117,9.04224537037037e-06,0.0,2.712673611111111e-05,0.0
248,00:00:04.133,0.000732421875,0.0006781684027777778,0.001437717013888889,8.138020833333333e-05
249,00:00:04.150,9.04224537037037e-06,0.0,2.712673611111111e-05,0.0
250,00:00:04.167,0.008689597800925925,0.023654513888888888,0.001220703125,0.001193576388888889
251,00:00:04.183,0.003345630787037037,0.005777994791666667,0.0035536024305555555,0.0007052951388888889
252,00:00:04.200,0.5207067418981481,1.2077907986111112,0.115234375,0.23909505208333334
253,00:00:04.217,0.01658347800925926,0.04104275173611111,0.006537543402777778,0.002170138888888889
254,00:00:04.233,0.0005425347222222222,0.0004611545138888889,0.0010308159722222222,0.00013563368055555556
255,00:00:04.250,0.006184895833333333,0.01708984375,0.0010850694444444445,0.00037977430555555556
256,00:00:04.267,0.0002712673611111111,0.0,0.0008138020833333334,0.0
257,00:00:04.283,0.00036168981481481485,0.00016276041666666666,0.0008409288194444445,8.138020833333333e-05
258,00:00:04.300,0.0007052951388888889,0.0,0.0021158854166666665,0.0
259,00:00:04.317,0.0038791232638888886,0.009765625,0.0016547309027777778,0.00021701388888888888
260,00:00:04.333,0.00021701388888888888,0.0,0.0006510416666666666,0.0
261,00:00:04.350,0.0002079716435185185,0.0,0.0006239149305555555,0.0
262,00:00:04.367,0.0002079716435185185,0.0,0.0006239149305555555,0.0
263,00:00:04.383,0.00022605613425925926,0.0,0.0006781684027777778,0.0
264,00:00:04.400,0.0005425347222222222,0.0,0.0016276041666666667,0.0
265,00:00:04.417,0.0002079716435185185,0.0,0.0006239149305555555,0.0
266,00:00:04.433,0.0037073206018518514,0.009765625,0.0011393229166666667,0.00021701388888888888
267,00:00:04.450,0.020652488425925927,0.051595052083333336,0.008138020833333334,0.002224392361111111
268,00:00:04.467,0.022858796296296294,0.061848958333333336,0.004964192708333333,0.0017632378472222222
269,00:00:04.483,0.04546440972222222,0.12681749131944445,0.005615234375,0.003960503472222222
270,00:00:04.500,0.03714554398148148,0.10579427083333333,0.0032823350694444445,0.0023600260416666665
271,00:00:04.517,0.015028211805555554,0.04150390625,0.002658420138888889,0.0009223090277777778
272,00:00:04.533,0.004059968171296296,0.009765625,0.002197265625,0.00021701388888888888
273,00:00:04.550,0.02341941550925926,0.06591796875,0.002875434027777778,0.00146484375
274,00:00:04.567,0.00025318287037037036,0.0,0.0007595486111111111,0.0
275,00:00:04.583,0.008156105324074075,0.02197265625,0.002007378472222222,0.00048828125
276,00:00:04.600,0.02388057002314815,0.068359375,0.0017632378472222222,0.0015190972222222222
277,00:00:04.617,0.020553023726851853,0.05859375,0.0017632378472222222,0.0013020833333333333
278,00:00:04.633,0.007161458333333333,0.01953125,0.0015190972222222222,0.00043402777777777775
279,00:00:04.650,0.005624276620370371,0.0146484375,0.0018988715277777778,0.0003255208333333333
280,00:00:04.667,0.02398907696759259,0.06591796875,0.004584418402777778,0.00146484375
281,00:00:04.683,0.0002079716435185185,0.0,0.0006239149305555555,0.0
282,00:00:04.700,0.0003074363425925926,0.0,0.0009223090277777778,0.0
283,00:00:04.717,0.00026222511574074077,0.0,0.0007866753472222222,0.0
284,00:00:04.733,0.000904224537037037,0.0,0.002712673611111111,0.0
285,00:00:04.750,0.011076750578703705,0.029513888888888888,0.002739800347222222,0.0009765625
286,00:00:04.767,0.007514105902777777,0.01953125,0.0025770399305555555,0.00043402777777777775
287,00:00:04.783,0.00048828125,0.0,0.001437717013888889,2.712673611111111e-05
288,00:00:04.800,0.00047923900462962964,0.0,0.001437717013888889,0.0
289,00:00:04.817,0.00023509837962962962,0.0,0.0007052951388888889,0.0
290,00:00:04.833,0.0002712673611111111,0.0,0.0008138020833333334,0.0
291,00:00:04.850,0.0002983940972222222,0.0,0.0008951822916666666,0.0
292,00:00:04.867,0.00023509837962962962,0.0,0.0007052951388888889,0.0
293,00:00:04.883,0.00019892939814814816,0.0,0.0005967881944444445,0.0
294,00:00:04.900,0.0002983940972222222,0.0,0.0008951822916666666,0.0
295,00:00:04.917,0.01021773726851852,0.029296875,0.0007052951388888889,0.0006510416666666666
296,00:00:04.933,0.000244140625,0.0,0.000732421875,0.0
297,00:00:04.950,0.0002803096064814815,0.0,0.0008409288194444445,0.0
298,00:00:04.967,0.00023509837962962962,0.0,0.0007052951388888889,0.0
299,00:00:04.983,1.721245659722222,4.219997829861111,0.299560546875,0.6441786024305556
300,00:00:05.000,5.425347222222222e-05,0.0,0.00016276041666666666,0.0
301,00:00:05.017,0.0,0.0,0.0,0.0
302,00:00:05.033,9.04224537037037e-06,0.0,2.712673611111111e-05,0.0
303,00:00:05.050,0.0,0.0,0.0,0.0
304,00:00:05.067,0.0,0.0,0.0,0.0
305,00:00:05.083,0.0,0.0,0.0,0.0
306,00:00:05.100,0.0,0.0,0.0,0.0
307,00:00:05.117,0.0,0.0,0.0,0.0
308,00:00:05.133,0.0,0.0,0.0,0.0
309,00:00:05.150,0.0,0.0,0.0,0.0
310,00:00:05.167,0.0,0.0,0.0,0.0
311,00:00:05.183,0.0,0.0,0.0,0.0
312,00:00:05.200,0.0,0.0,0.0,0.0
313,00:00:05.217,0.0,0.0,0.0,0.0
314,00:00:05.233,0.0,0.0,0.0,0.0
315,00:00:05.250,0.0,0.0,0.0,0.0
316,00:00:05.267,0.0,0.0,0.0,0.0
317,00:00:05.283,0.0,0.0,0.0,0.0
318,00:00:05.300,0.0,0.0,0.0,0.0
319,00:00:05.317,0.0,0.0,0.0,0.0
320,00:00:05.333,0.0,0.0,0.0,0.0
321,00:00:05.350,0.0,0.0,0.0,0.0
322,00:00:05.367,0.0,0.0,0.0,0.0
323,00:00:05.383,0.0,0.0,0.0,0.0
324,00:00:05.400,0.0,0.0,0.0,0.0
325,00:00:05.417,0.0,0.0,0.0,0.0
326,00:00:05.433,0.0,0.0,0.0,0.0
327,00:00:05.450,0.0,0.0,0.0,0.0
328,00:00:05.467,0.0,0.0,0.0,0.0
329,00:00:05.483,0.0,0.0,0.0,0.0
330,00:00:05.500,0.0,0.0,0.0,0.0
331,00:00:05.517,0.0,0.0,0.0,0.0
332,00:00:05.533,0.0,0.0,0.0,0.0
333,00:00:05.550,0.0,0.0,0.0,0.0
334,00:00:05.567,0.0,0.0,0.0,0.0
335,00:00:05.583,0.0,0.0,0.0,0.0
336,00:00:05.600,7.118118851273148,6.571533203125,11.21096462673611,3.5718587239583335
337,00:00:05.617,6.664659288194444,5.808241102430555,10.7392578125,3.4464789496527777
338,00:00:05.633,6.322102864583333,5.365478515625,10.26657443576389,3.334255642361111
339,00:00:05.650,6.079725477430556,5.120225694444445,9.910888671875,3.2080620659722223
340,00:00:05.667,5.851146556712962,4.927273220486111,9.493326822916666,3.132839626736111
341,00:00:05.683,5.650806568287037,4.801188151041667,9.116455078125,3.0347764756944446
342,00:00:05.700,5.344373914930556,4.516547309027778,8.616319444444445,2.9002549913194446
343,00:00:05.717,5.182834201388888,4.577419704861111,8.16037326388889,2.8107096354166665
344,00:00:05.733,4.990415219907407,4.550537109375,7.702039930555555,2.7186686197916665
345,00:00:05.750,7.647795500578703,7.032063802083333,11.86330837673611,4.048014322916667
346,00:00:05.767,4.039623119212963,4.138916015625,5.767957899305555,2.2119954427083335
347,00:00:05.783,3.3682544849537037,3.345974392361111,4.867594401041667,1.8911946614583333
348,00:00:05.800,2.8680826822916665,3.3941243489583335,3.6717664930555554,1.5383572048611112
349,00:00:05.817,2.3616626880787037,3.0944010416666665,3.095458984375,0.8951280381944444
350,00:00:05.833,0.4593822337962963,1.2007649739583333,0.06431749131944445,0.1130642361111111
351,00:00:05.850,0.03151222511574074,0.07603624131944445,0.014241536458333334,0.004258897569444444
352,00:00:05.867,0.0011754918981481482,0.00035264756944444444,0.003146701388888889,2.712673611111111e-05
353,00:00:05.883,0.008924696180555554,0.019124348958333332,0.007080078125,0.0005696614583333334
354,00:00:05.900,0.004249855324074074,0.007486979166666667,0.005018446180555556,0.000244140625
355,00:00:05.917,0.0009856047453703704,0.0,0.002956814236111111,0.0
356,00:00:05.933,0.0009765625,0.0,0.0029296875,0.0
357,00:00:05.950,0.01860894097222222,0.049641927083333336,0.005072699652777778,0.0011121961805555555
358,00:00:05.967,0.018437138310185185,0.049641927083333336,0.004557291666666667,0.0011121961805555555
359,00:00:05.983,0.0013382523148148147,0.00244140625,0.0015190972222222222,5.425347222222222e-05
360,00:00:06.000,6.329571759259259e-05,0.0,0.00018988715277777778,0.0
361,00:00:06.017,0.26704463252314814,0.690185546875,0.018256293402777776,0.09269205729166667
362,00:00:06.033,0.048131872106481476,0.1164822048611111,0.007378472222222222,0.020534939236111112
363,00:00:06.050,0.001537181712962963,0.0017903645833333333,0.0018988715277777778,0.0009223090277777778
364,00:00:06.067,0.001736111111111111,0.004475911458333333,0.00035264756944444444,0.00037977430555555556
365,00:00:06.083,0.0,0.0,0.0,0.0
366,00:00:06.100,0.0,0.0,0.0,0.0
367,00:00:06.117,0.0,0.0,0.0,0.0
368,00:00:06.133,0.0,0.0,0.0,0.0
369,00:00:06.150,0.0,0.0,0.0,0.0
370,00:00:06.167,0.7597384982638888,1.8180881076388888,0.15030924479166666,0.3108181423611111
371,00:00:06.183,0.007848668981481483,0.021023220486111112,0.001736111111111111,0.0007866753472222222
372,00:00:06.200,0.0,0.0,0.0,0.0
373,00:00:06.217,0.008807146990740741,0.024332682291666668,0.0011121961805555555,0.0009765625
374,00:00:06.233,0.0,0.0,0.0,0.0
375,00:00:06.250,0.0,0.0,0.0,0.0
376,00:00:06.267,0.0,0.0,0.0,0.0
377,00:00:06.283,0.00018084490740740742,0.0003255208333333333,5.425347222222222e-05,0.00016276041666666666
378,00:00:06.300,0.0003526475694444445,0.0003255208333333333,0.0005696614583333334,0.00016276041666666666
379,00:00:06.317,9.04224537037037e-06,0.0,2.712673611111111e-05,0.0
380,00:00:06.333,0.00014467592592592592,0.0,0.00043402777777777775,0.0
381,00:00:06.350,0.0,0.0,0.0,0.0
382,00:00:06.367,0.0005154079861111111,0.0007866753472222222,8.138020833333333e-05,0.0006781684027777778
383,00:00:06.383,6.329571759259259e-05,0.0,0.00018988715277777778,0.0
384,00:00:06.400,0.00018084490740740742,0.0003255208333333333,5.425347222222222e-05,0.00016276041666666666
385,00:00:06.417,0.0,0.0,0.0,0.0
386,00:00:06.433,0.0,0.0,0.0,0.0
387,00:00:06.450,0.0,0.0,0.0,0.0
388,00:00:06.467,0.0,0.0,0.0,0.0
389,00:00:06.483,0.0,0.0,0.0,0.0
390,00:00:06.500,0.0,0.0,0.0,0.0
391,00:00:06.517,0.0,0.0,0.0,0.0
392,00:00:06.533,0.0,0.0,0.0,0.0
393,00:00:06.550,0.0,0.0,0.0,0.0
394,00:00:06.567,0.0,0.0,0.0,0.0
395,00:00:06.583,0.0,0.0,0.0,0.0
396,00:00:06.600,0.0,0.0,0.0,0.0
397,00:00:06.617,0.0,0.0,0.0,0.0
398,00:00:06.633,0.0,0.0,0.0,0.0
399,00:00:06.650,0.0,0.0,0.0,0.0
400,00:00:06.667,0.0,0.0,0.0,0.0
401,00:00:06.683,0.0,0.0,0.0,0.0
402,00:00:06.700,0.0,0.0,0.0,0.0
403,00:00:06.717,0.0,0.0,0.0,0.0
404,00:00:06.733,0.0,0.0,0.0,0.0
405,00:00:06.750,0.0,0.0,0.0,0.0
406,00:00:06.767,0.0,0.0,0.0,0.0
407,00:00:06.783,0.0,0.0,0.0,0.0
408,00:00:06.800,0.0,0.0,0.0,0.0
409,00:00:06.817,0.0,0.0,0.0,0.0
410,00:00:06.833,0.0,0.0,0.0,0.0
411,00:00:06.850,0.0,0.0,0.0,0.0
412,00:00:06.867,0.0,0.0,0.0,0.0
413,00:00:06.883,0.0,0.0,0.0,0.0
414,00:00:06.900,0.0,0.0,0.0,0.0
415,00:00:06.917,0.0,0.0,0.0,0.0
416,00:00:06.933,0.0,0.0,0.0,0.0
417,00:00:06.950,0.0,0.0,0.0,0.0
418,00:00:06.967,0.0,0.0,0.0,0.0
419,00:00:06.983,0.0,0.0,0.0,0.0
420,00:00:07.000,0.0,0.0,0.0,0.0
421,00:00:07.017,0.0,0.0,0.0,0.0
422,00:00:07.033,0.0,0.0,0.0,0.0
423,00:00:07.050,0.0,0.0,0.0,0.0
424,00:00:07.067,0.0,0.0,0.0,0.0
425,00:00:07.083,0.0,0.0,0.0,0.0
426,00:00:07.100,0.0,0.0,0.0,0.0
427,00:00:07.117,0.0,0.0,0.0,0.0
428,00:00:07.133,0.0,0.0,0.0,0.0
